Ten_Xa,Mua_nam_TB_mm,Mua_1980_mm,Mua_1981_mm,Mua_1982_mm,Mua_1983_mm,Mua_1984_mm,Mua_1985_mm,Mua_1986_mm,Mua_1987_mm,Mua_1988_mm,Mua_1989_mm,Mua_1990_mm,Mua_1991_mm,Mua_1992_mm,Mua_1993_mm,Mua_1994_mm,Mua_1995_mm,Mua_1996_mm,Mua_1997_mm,Mua_1998_mm,Mua_1999_mm,Mua_2000_mm,Mua_2001_mm,Mua_2002_mm,Mua_2003_mm,Mua_2004_mm,Mua_2005_mm,Mua_2006_mm,Mua_2007_mm,Mua_2008_mm,Mua_2009_mm,Mua_2010_mm,Mua_2011_mm,Mua_2012_mm,Mua_2013_mm,Mua_2014_mm,Mua_2015_mm,Mua_2016_mm,Mua_2017_mm,Mua_2018_mm,Mua_2019_mm,Mua_2020_mm,Mua_2021_mm,Mua_2022_mm,Mua_2023_mm,Mua_kiet_TB_mm,Mua_kiet_1980_1981_mm,Mua_kiet_1981_1982_mm,Mua_kiet_1982_1983_mm,Mua_kiet_1983_1984_mm,Mua_kiet_1984_1985_mm,Mua_kiet_1985_1986_mm,Mua_kiet_1986_1987_mm,Mua_kiet_1987_1988_mm,Mua_kiet_1988_1989_mm,Mua_kiet_1989_1990_mm,Mua_kiet_1990_1991_mm,Mua_kiet_1991_1992_mm,Mua_kiet_1992_1993_mm,Mua_kiet_1993_1994_mm,Mua_kiet_1994_1995_mm,Mua_kiet_1995_1996_mm,Mua_kiet_1996_1997_mm,Mua_kiet_1997_1998_mm,Mua_kiet_1998_1999_mm,Mua_kiet_1999_2000_mm,Mua_kiet_2000_2001_mm,Mua_kiet_2001_2002_mm,Mua_kiet_2002_2003_mm,Mua_kiet_2003_2004_mm,Mua_kiet_2004_2005_mm,Mua_kiet_2005_2006_mm,Mua_kiet_2006_2007_mm,Mua_kiet_2007_2008_mm,Mua_kiet_2008_2009_mm,Mua_kiet_2009_2010_mm,Mua_kiet_2010_2011_mm,Mua_kiet_2011_2012_mm,Mua_kiet_2012_2013_mm,Mua_kiet_2013_2014_mm,Mua_kiet_2014_2015_mm,Mua_kiet_2015_2016_mm,Mua_kiet_2016_2017_mm,Mua_kiet_2017_2018_mm,Mua_kiet_2018_2019_mm,Mua_kiet_2019_2020_mm,Mua_kiet_2020_2021_mm,Mua_kiet_2021_2022_mm,Mua_kiet_2022_2023_mm
Đặc khu Vân Đồn,2192.7615,2559.4631,2941.9705,2704.7305,2361.9438,2135.463,2254.168,2388.3347,2371.2039,1869.6525,2042.3461,2247.2556,1734.3041,2202.383,1796.2366,2454.3228,2229.8804,2195.751,2268.2527,1705.7548,1753.6101,1776.6685,2256.5823,2132.2183,2033.7284,1616.516,2151.132,1673.6562,1776.56,2218.6533,2235.5205,2279.9797,1994.6478,2426.6897,2460.886,2483.3115,2333.5315,2284.625,2928.9912,2489.2168,2106.3347,2400.3567,1924.8652,2382.731,1897.0767,410.86563,527.80237,491.98288,724.99646,343.71902,582.58466,480.86884,354.78723,400.30692,389.57693,605.3823,425.50803,500.3314,325.03522,327.9305,364.75095,299.93985,550.5296,467.91327,199.42557,419.8057,354.92645,323.3218,477.90826,285.78632,295.03174,299.61734,340.2321,279.44046,398.2588,536.1025,260.25912,356.1631,582.90674,587.5382,398.2546,524.35693,372.39178,329.54904,511.1393,391.27924,308.7055,394.79703,276.07776
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,2297.6306,2686.9624,3138.8235,3012.2007,2463.145,2263.44,2384.7495,2422.8467,2379.5676,1911.1527,2106.1265,2282.7466,1698.2572,2353.7188,1846.8461,2690.83,2329.241,2236.6902,2363.011,1710.2684,1815.4092,1854.5276,2228.1724,2129.9836,1958.6433,1761.1738,2191.4277,1747.9766,1945.395,2358.2217,2465.117,2417.1184,2185.51,2489.9883,2541.9995,2624.0728,2491.6707,2328.0522,3241.5735,2712.4177,2157.9812,2464.13,2073.7185,2539.4714,2091.3687,393.09143,450.06094,475.73923,783.39465,343.50308,581.71686,445.69705,295.35785,388.05023,352.82324,582.7086,404.70404,481.7492,299.331,303.9033,354.7504,297.99457,529.8484,403.11337,182.00049,408.69073,323.88626,296.78192,421.72058,279.25198,282.481,293.3612,361.11774,289.28015,401.0281,513.8711,258.5473,374.79123,574.1828,603.68243,380.94986,534.215,368.92065,321.94818,466.46182,316.7305,289.5258,347.33536,237.72014
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,2192.7615,2559.4631,2941.9705,2704.7305,2361.9438,2135.463,2254.168,2388.3347,2371.2039,1869.6525,2042.3461,2247.2556,1734.3041,2202.383,1796.2366,2454.3228,2229.8804,2195.751,2268.2527,1705.7548,1753.6101,1776.6685,2256.5823,2132.2183,2033.7284,1616.516,2151.132,1673.6562,1776.56,2218.6533,2235.5205,2279.9797,1994.6478,2426.6897,2460.886,2483.3115,2333.5315,2284.625,2928.9912,2489.2168,2106.3347,2400.3567,1924.8652,2382.731,1897.0767,410.86563,527.80237,491.98288,724.99646,343.71902,582.58466,480.86884,354.78723,400.30692,389.57693,605.3823,425.50803,500.3314,325.03522,327.9305,364.75095,299.93985,550.5296,467.91327,199.42557,419.8057,354.92645,323.3218,477.90826,285.78632,295.03174,299.61734,340.2321,279.44046,398.2588,536.1025,260.25912,356.1631,582.90674,587.5382,398.2546,524.35693,372.39178,329.54904,511.1393,391.27924,308.7055,394.79703,276.07776
Đặc khu Vân Đồn,2297.6306,2686.9624,3138.8235,3012.2007,2463.145,2263.44,2384.7495,2422.8467,2379.5676,1911.1527,2106.1265,2282.7466,1698.2572,2353.7188,1846.8461,2690.83,2329.241,2236.6902,2363.011,1710.2684,1815.4092,1854.5276,2228.1724,2129.9836,1958.6433,1761.1738,2191.4277,1747.9766,1945.395,2358.2217,2465.117,2417.1184,2185.51,2489.9883,2541.9995,2624.0728,2491.6707,2328.0522,3241.5735,2712.4177,2157.9812,2464.13,2073.7185,2539.4714,2091.3687,393.09143,450.06094,475.73923,783.39465,343.50308,581.71686,445.69705,295.35785,388.05023,352.82324,582.7086,404.70404,481.7492,299.331,303.9033,354.7504,297.99457,529.8484,403.11337,182.00049,408.69073,323.88626,296.78192,421.72058,279.25198,282.481,293.3612,361.11774,289.28015,401.0281,513.8711,258.5473,374.79123,574.1828,603.68243,380.94986,534.215,368.92065,321.94818,466.46182,316.7305,289.5258,347.33536,237.72014
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,2297.6306,2686.9624,3138.8235,3012.2007,2463.145,2263.44,2384.7495,2422.8467,2379.5676,1911.1527,2106.1265,2282.7466,1698.2572,2353.7188,1846.8461,2690.83,2329.241,2236.6902,2363.011,1710.2684,1815.4092,1854.5276,2228.1724,2129.9836,1958.6433,1761.1738,2191.4277,1747.9766,1945.395,2358.2217,2465.117,2417.1184,2185.51,2489.9883,2541.9995,2624.0728,2491.6707,2328.0522,3241.5735,2712.4177,2157.9812,2464.13,2073.7185,2539.4714,2091.3687,393.09143,450.06094,475.73923,783.39465,343.50308,581.71686,445.69705,295.35785,388.05023,352.82324,582.7086,404.70404,481.7492,299.331,303.9033,354.7504,297.99457,529.8484,403.11337,182.00049,408.69073,323.88626,296.78192,421.72058,279.25198,282.481,293.3612,361.11774,289.28015,401.0281,513.8711,258.5473,374.79123,574.1828,603.68243,380.94986,534.215,368.92065,321.94818,466.46182,316.7305,289.5258,347.33536,237.72014
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,2297.6306,2686.9624,3138.8235,3012.2007,2463.145,2263.44,2384.7495,2422.8467,2379.5676,1911.1527,2106.1265,2282.7466,1698.2572,2353.7188,1846.8461,2690.83,2329.241,2236.6902,2363.011,1710.2684,1815.4092,1854.5276,2228.1724,2129.9836,1958.6433,1761.1738,2191.4277,1747.9766,1945.395,2358.2217,2465.117,2417.1184,2185.51,2489.9883,2541.9995,2624.0728,2491.6707,2328.0522,3241.5735,2712.4177,2157.9812,2464.13,2073.7185,2539.4714,2091.3687,393.09143,450.06094,475.73923,783.39465,343.50308,581.71686,445.69705,295.35785,388.05023,352.82324,582.7086,404.70404,481.7492,299.331,303.9033,354.7504,297.99457,529.8484,403.11337,182.00049,408.69073,323.88626,296.78192,421.72058,279.25198,282.481,293.3612,361.11774,289.28015,401.0281,513.8711,258.5473,374.79123,574.1828,603.68243,380.94986,534.215,368.92065,321.94818,466.46182,316.7305,289.5258,347.33536,237.72014
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đặc khu Vân Đồn,2297.6306,2686.9624,3138.8235,3012.2007,2463.145,2263.44,2384.7495,2422.8467,2379.5676,1911.1527,2106.1265,2282.7466,1698.2572,2353.7188,1846.8461,2690.83,2329.241,2236.6902,2363.011,1710.2684,1815.4092,1854.5276,2228.1724,2129.9836,1958.6433,1761.1738,2191.4277,1747.9766,1945.395,2358.2217,2465.117,2417.1184,2185.51,2489.9883,2541.9995,2624.0728,2491.6707,2328.0522,3241.5735,2712.4177,2157.9812,2464.13,2073.7185,2539.4714,2091.3687,393.09143,450.06094,475.73923,783.39465,343.50308,581.71686,445.69705,295.35785,388.05023,352.82324,582.7086,404.70404,481.7492,299.331,303.9033,354.7504,297.99457,529.8484,403.11337,182.00049,408.69073,323.88626,296.78192,421.72058,279.25198,282.481,293.3612,361.11774,289.28015,401.0281,513.8711,258.5473,374.79123,574.1828,603.68243,380.94986,534.215,368.92065,321.94818,466.46182,316.7305,289.5258,347.33536,237.72014
Đặc khu Vân Đồn,2361.201,2790.6987,3181.5361,2930.7964,2697.6594,2430.6672,2427.5605,2549.6167,2540.7993,2007.6688,2232.0417,2390.8745,1950.3334,2408.663,1935.2593,2495.8967,2443.187,2426.121,2364.8845,1899.3645,1886.7362,1906.5879,2443.2427,2232.2834,2109.928,1738.8079,2394.9604,1815.6123,1905.1641,2337.7795,2319.7644,2472.5466,2099.9556,2632.7441,2671.608,2724.1404,2558.7734,2496.5193,3111.1934,2588.6458,2266.5354,2604.9202,1966.1835,2478.5613,2026.0157,503.05228,612.95526,615.062,853.3216,460.34155,725.64185,595.35065,419.23203,527.52576,517.242,713.9963,523.04834,625.95764,397.14752,433.0182,459.04584,393.21228,640.0765,595.55615,237.47025,515.62,437.97354,388.89038,593.2581,357.15323,365.47394,373.49197,431.30457,358.79968,467.94,675.1904,329.81036,451.76642,715.2972,689.564,479.3482,615.3935,454.59378,399.69687,604.0807,453.9407,340.57764,462.83636,324.04462
